id,type,room,start,end,language,zh,en,speakers,speakerZhName,speakerEnName,speakerZhBio,speakerEnBio,speakerAvatar,tags,co_write,qa,slide,record,year
XQUYSS,joncbz,TR311,2021-07-31 13:30:00,2021-07-31 14:00:00,漢語,"{'title': '开放式协作与自组织社区治理：以Wuhan2020开源社区为例', 'description': '通过Wuhan2020开源社区和其他国内的开源社区和项目的例子来讲述开源社区建立、运营、协作的核心问题，自组织社区的优势和如何快速的建立起开放式协作的团队和项目。'}","{'title': 'Open collaboration and self-organizing community management', 'description': 'I will take domestic communities such as Wuhan2020 as an example to describe the core issues of open source community establishment, operation, and collaboration, the advantages of self-organizing communities, and how to quickly establish open and collaborative teams and projects.'}",[],李扬,Yang Li,Wuhan2020 开源社区执行长，前协调组负责人，开源社成员,"CEO of Wuhan2020 open source community, former head of coordination group, member of kaiyuanshe",https://pretalx.com/media/coscup-2021/question_uploads/%E6%9D%8E%E6%89%AC_XwWIRak.jpg,['Skilled'],https://hackmd.io/@coscup/rkBlPaPC_/%2F%40coscup%2FBJTAL6DCO,https://app.sli.do/event/paaz3a8n,,,2021
7MKHEN,joncbz,TR311,2021-07-31 14:00:00,2021-07-31 14:30:00,漢語,"{'title': '开源项目的增长之道', 'description': '增长是每一个开源项目都想要的，但如何做才能获得长久的增长？什么样的方式可以让你更好的去提升项目的影响范围？在这个 Talk 当中，将会为你带来作者的增长心得。'}","{'title': 'Growth of OpenSource Project', 'description': ""Growth is what every open source project wants, but how do you do it to get long term growth? What would be a better way to increase the reach of your project? In this Talk, we'll bring you the author's growth tips.""}",[],白宦成,Bestony,白宦成，开发者生态顾问，资深技术专家，阿里云MVP，Linux 中国开发组组长。曾就职于腾讯开发者关系部门及网易杭州研究院，是多个开源软件项目的作者或管理者。,"Huancheng Bai is a developer ecology consultant, senior technical expert, AliCloud MVP, and Linux China development team leader. He has worked in Tencent's developer relations department and NetEase Hangzhou Research Institute, and is the author or manager of several open source software projects.",https://pretalx.com/media/coscup-2021/question_uploads/%E7%99%BD%E5%AE%A6%E6%88%90_lLF5DX9.jpg,['Skilled'],https://hackmd.io/@coscup/rkBlPaPC_/%2F%40coscup%2FH1Zyv6PRO,https://app.sli.do/event/wsawhnsa,,,2021
XQFBSS,rmttum,TR411,2021-07-31 11:15:00,2021-07-31 11:45:00,漢語,"{'title': ""sbahaw ta’ squ musa 'llaw qnxan ta’ misu qani qu ke’ ta’ 讓遙遠的語言，轉換成近在生活的工程"", 'description': ""maki’ Taywan, kwara’ lalu’ ka Gyecyumi ga kya mopuw mtzyu’ lahuy nya ru kya mpatul sazing kinpzyux nya, ke’ ’tayal ga te cyugal kinpzyux ssquliq qu nyux kmayal.\r\n\r\naring sraral minsyunaw pira’ seng kawas qu ke’ta’ 'tayal, pira’ kawas wal minxan ta’pzyux ta’ nyux msqun mqupah squ giwan qmayah 「維基百科」qani, ru ktan ana ima’, ru mskyut lozi qu pincyuwgan ta’.\r\n\r\nskahul ta’ tuqi  hinkngyan ta’ qani uzi, yan nyux pcbaq ita’ mha inu’ qu ini’ ta’ kthki na’, ru yasa in_gyutun baq mha inu’ qu ini’ kintehuk na’ ru 'lwan ta’ squ tuqi ka sngusun ta’.\r\n\r\nmisu qani, inkahul sinyabux na khmay 'tayal, kawas qani wal ta’balay htkan sa babaw 「維基百科」ru babaw nya pkton ana ima’qu ke’’Tayal squ 「維基百科」‚ nway psquna’ta’psqas qu zyuwaw qani. sqasay ta’ ryax qani!\r\n\r\n華語摘要\r\n在台灣，官方認定的原住民族群有十六個，其中包含了42種方言別，泰雅族語僅次於阿美族和排灣族，為台灣原住民語排名第三的人口使用數。\r\n\r\n泰雅族語有歷經千年被族人傳承的資歷，雖然曾經在「維基百科」躍居高活躍力後又消失，但這個過程幫助我們找到問題點，以及日後努力的主要方向。\r\n\r\n終於，經過許多人的努力，在今年我們順利登上維基百科，這是值得大家同心歡慶、共想這喜悅的時刻！sqasay ta’ ryax qani! 一起歡慶吧!!""}","{'title': 'Let the language faraway be transformed into the project close to life', 'description': ""There are 16 different indigenous communities officially recognized in Taiwan, these communities include 42 different dialects. The population of Atayal speakers ranks third only to Sowal no Pangcah and Pinayuanan. \r\n\r\nAtaya has a history of passed down by the tribe after thousands of years. Although we have been very active on Wikipedia and then disappeared, this process helped us spotted out the problem and became the main direction of effort in the future.\r\n\r\nFinally, with the exertion of many people, we are on board on Wikipedia. This is a moment worth celebrating and sharing all together! sqasay ta’ ryax qani! Let's celebrate!!""}",['TGAZ8N'],,,,,,['Beginner'],https://hackmd.io/@coscup/r1Xy7pPA_/%2F%40coscup%2FBJ7TMTPCu,https://app.sli.do/event/fky0umpt,,,2021
XL7QML,joncbz,TR311,2021-07-31 14:30:00,2021-07-31 15:00:00,漢語,"{'title': '谈谈开源的求生通道', 'description': '你如何建立一个持久而成功的公司，同时也坚持其开源的根基？我们将看到Elastic是如何做到的（Elasticsearch、Kibana、Logstash等项目背后的公司）。但我们也会看看其他人是如何应对这一挑战的，哪些成功了，哪些失败了。'}","{'title': 'Open Source as a Business: Strategy, Struggle & Success', 'description': ""How do you build a lasting and successful company that also stays true to its open source roots? We'll see how Elastic did it (the company behind FOSS projects Elasticsearch, Kibana, Logstash, etc.). But we will also look at how others are approaching this challenge, what worked, and what failed.""}",[],刘征,Martin Liu,刘征，Elastic 开发者布道师，中国 DevOps 社区组织者，精通 DevOps/SRE/ITIL 等理论体系。致力于在全国范围内通过社区推广 DevOps 的理念、技术和实践。热衷于传播开源技术栈在各种场景的应用，包括运维大数据分析、云原生服务治理、APM 全链路监控和 AIOps 等。,"As a community builder since 2017, actively organize various DevOps community events. Translator of DevOps Handbook and SRE workbook. Focusing on building offline sharing and communication network.",https://pretalx.com/media/coscup-2021/question_uploads/%E5%88%98%E5%BE%81_LbikSBY.jpg,['Skilled'],https://hackmd.io/@coscup/rkBlPaPC_/%2F%40coscup%2FHkIyv6wCd,https://app.sli.do/event/3fybfeje,,,2021
HXWZEE,w7u8dm,TR412-2,2021-07-31 10:00:00,2021-07-31 10:30:00,漢語,"{'title': 'Wikidata 基礎編輯教學', 'description': '相信大家一定都聽過、用過維基百科吧！但其實在維基百科的條目背後，是靠著「維基數據」來連結、支撐著龐大的資料量。如果想加入維基的大家庭，不妨從「維基數據」開始吧！透過這次的入門工作坊，你將對維基有著更深入的了解。'}","{'title': 'Wikidata Basic Editing Teaching', 'description': 'I believe everyone had heard and used Wikipedia! In fact, behind the Wikipedia entry, it relies on “Wikidata” to link and support a huge amount of data. Start with “Wikidata” if you want to join the Wiki family. In this introductory workshop, you will more understanding of Wiki.'}",['8DJP7R'],,,,,,['Skilled'],https://hackmd.io/@coscup/BJl_ETwA_/%2F%40coscup%2FSJ_4EaP0_,https://app.sli.do/event/xhqjpunk,,,2021
Z8J7WD,joncbz,TR311,2021-07-31 15:00:00,2021-07-31 15:30:00,漢語,"{'title': 'Opendigger - 探索GitHub中的开源世界', 'description': '开源软件已经成为人类数字社会的基石，是全人类共同努力的结晶，开源协作对人类数字文明的发展起到了巨大的推动作用。GitHub 作为全球范围内最主要的开源协作平台，无数个开源社区在其上孕育而生，其背后海量的开发者行为数据蕴含了大量的个体贡献规律、群体协作模式、社区健康状况、生态发展趋势、以及商业战略价值。  \r\n\r\n《GitHub 2020 数字洞察报告》是由 X-lab 开放实验室发起，联合多家科研机构与开源社区所共同完成的一个反映全球开源现状与趋势的开源项目。报告涵盖了当今全球开源的总体情况分析、开发者分析、项目分析、领域案例、每月之星等众多内容，希望以此绘制人类的""开源数字生态地图""，推动开源社会创新，繁荣开源数字文明。'}","{'title': 'Opendigger - Explore the Open Source World on GitHub', 'description': 'Open source software has become a cornerstone of our digital society and is the culmination of human endeavor. Open collaboration has played an enormous role in promoting the development of human digital civilization. is the world’s largest open source platform for collaboration with countless open source communities. The massive amount of developer behavior data can reflect an abundance of individual contribution patterns, group collaboration models, community health status indicators, ecological development trends, as well as business value.'}",[],夏小雅,Xiaoya,夏小雅是华东师范大学在读研究生，X-lab 成员和开源社 2021 正式成员；活跃于 CHAOSS、TodoGroup 等社区；研究兴趣为基于 GitHub 的社区行为模式分析工作。,"Xiaoya is a postgraduate student at East China Normal University. She is the member of X-lab and Kaiyuanshe 2021; Xiaoya is active in CHAOSS, TodoGroup and some other communities; The main research interests are GitHub-based community behavior pattern analysis.",https://pretalx.com/media/coscup-2021/question_uploads/%E5%A4%8F%E5%B0%8F%E9%9B%85_A8eNDeV.jpg,['Skilled'],https://hackmd.io/@coscup/rkBlPaPC_/%2F%40coscup%2FByiJDpPC_,https://app.sli.do/event/e4tp1qio,,,2021
7YA8VU,joncbz,TR311,2021-07-31 15:30:00,2021-07-31 16:00:00,漢語,"{'title': '开源项目之用户体验实践', 'description': '在开源项目中有很多需要关注的体验，用户 (开发者) 体验对于推广开源，吸引开发者都有巨大的意义。议题根据 openEuler 项目的用户体验实践，总结分类跟与会者探讨'}","{'title': 'UX Practices from Open Source Projects', 'description': 'In open source projects, there are many experiences that need attention, and user (developer) experience is of great significance to promote open source and attract developers. The topic is based on the user experience practice of openEuler project, summarized and categorized to discuss with the participants.'}",[],马全一,Eli Ma,华为开源运营专家，容器技术、DevOps 等领域技术专家。目前主要负责 openEuler 社区运营事务，同时在 openEuler 的技术委员会中担任委员。擅长开源领域的商业战略规划、社区运营、开发者关系维护和布道等开源相关开源工作。,"He is an expert in Huawei's open source operations, container technology, DevOps and other technical areas. Currently, he is mainly responsible for openEuler community operation affairs, and also serves as a member of openEuler's technical committee. He specializes in open source business strategy planning, community operation, developer relationship maintenance, evangelism and other open source related work.",https://pretalx.com/media/coscup-2021/question_uploads/%E9%A9%AC%E5%85%A8%E4%B8%80_2_N3S9m7g.png,['Beginner'],https://hackmd.io/@coscup/rkBlPaPC_/%2F%40coscup%2FHJxlD6DRd,https://app.sli.do/event/opykgrwj,,,2021
CPNC7N,00xv3j,TR409-1,2021-07-31 15:00:00,2021-07-31 15:45:00,漢語,"{'title': '開源萬花筒：大家一起來寫故事、做視覺、玩音樂', 'description': '開源的世界有多麼多彩多姿呢？\r\n\r\n本講次將與開源新鮮人分享三大開源創作領域：說故事、視覺藝術、音樂創作，以及多種相關的開源創作工具。講師將透過影片與作品的觀摩，深入淺出帶你認識這場全球數位文藝復興運動如何蓬勃地發展，讓燃燒著創作魂的你不僅有機會開始你的斜槓人生，扮演說書者、視覺藝術家以及作曲家，更能在各國跨領域大神的加持下如虎添翼、揮灑自如！'}","{'title': 'Becoming Storytellers, Visual Artists and Composers with Open Source Tools & Global Communities', 'description': 'This lecture will share with newbies about three important creative fields in the open source world: storytelling, visual art and music composition, with related open source authoring tools. Through video clips and actual art works you will have an overview on how the Digital Renaissance Movement is globally flourishing . If you are the one with a strong creative soul burning inside but without knowing where to start, please grasp this opportunity to realize how to play storyteller, visual artist or composer, feel the power of freedom in creativity under the blessing of communities and gurus from all over the world.'}","['WQNZVQ', 'ETXLG8']",,,,,,[],https://hackmd.io/@coscup/SyATmawRO/%2F%40coscup%2Frk5TQawCO,https://app.sli.do/event/iyx2e7as,,,2021
T7KYLX,rmttum,TR411,2021-07-31 10:00:00,2021-07-31 10:30:00,漢語,"{'title': 'kemasi wiki(維基) tja kinemenemen a i hici a paiwan tu kemuda aza sikakudan patagitagilj a maqulip. 從 維基意識到都市排灣的危機意識', 'description': 'a kisupu melja zua a kemeljang, a venecik tjalja zua a kinituluan, aicu a kai kemasi Francis Bacon, na pakeljang tua vecik a picul. ljakua na paiwan a kinacaquwan kemasi cuay patje tucu qinilja tua timitja kai italadj. saka neka sinivecik. kasitucuan a cavilj, sepaqiciulu na kuka kai a mirazek a hulic (國家語言發展法) a lemindjelj kata pinaiwanan a sivecikan a paqulidan. aza pinaiwanan izua tjalja zua mirazek, ljakua mapulu a macaqu a venecik, saka a sinivecik kineljang ika pasuliaw, aza sivecikan izua liaw maljian a siayaya.\r\n\r\npakata imaza i hici a pinaiwanan, lja ljacadja i qinaljan, tjapacucunan a bunka maquliqulip saka maya. kemacu itjen ta maitucu a abunai pakeljang, kicaquan a venecik tua pinaiwanan, au sivecik ta i 維基孵育場. utauta lja i hici a kinaizuanan, marekutj tu izua za vecik a sinipakeljang ta pasumamaw ta qinaljan. \r\n\r\nizua caucau maitucu, a i kacauan avan na kai a na kemati. saka tucu tikilu anga pakata pinaiwanan na vecik, lja tjaljamapacun a pinaiwanan imaza i kacauan. sa tja pakeljang papuvarung. timitja tucu kisupu ta na pinaiwanan, kitulu ta pinaiwanan, mirazek timitja paiwan zuku, a venick ta pinaiwanan, melja zua ta kinasaiquan.'}","{'title': 'From Wikipedia consciousness to the crisis consciousness of Payuan', 'description': '“Reading maketh a full man, ......and writing an exact man."", a motto by Francis Bacon that elaborates the power of words. However, the knowledge of Payuan has long been hidden in our spoken languages and lacks literal documentation. In recent years, Payuan has made further steps due to the passing of national language development legislation which established the writing system of Payuan. Despite that, we are still facing a shortage of talented people in writing, narrow writing subjects, and controversy of the writing system, etc.\r\n\r\nFor urban Payuan, we can felt our culture is washing away in every moment because we are so distant from the tribe. Accompany with this sense of crisis, we carefully type words into sentences in the Wikipedia incubator while living in an urban city, afraid that some expressions are not authentic enough to the tribe.\r\n\r\nOne once said a world is created by languages, now, we make the world of Payuan more vivid and profound by writing. We are achieving ---Reading Payuan maketh a full Payuan, ......and writing Payuan an exact Payuan.'}",['DG7QGR'],,,,,,['Beginner'],https://hackmd.io/@coscup/r1Xy7pPA_/%2F%40coscup%2FBy9hzpPRu,https://app.sli.do/event/lkhj8bit,,,2021
RDCYKY,rmttum,TR411,2021-07-31 10:35:00,2021-07-31 11:05:00,漢語,"{'title': 'u baluhay a maydih u kamu nu Sakizaya: Wikipitiya 雙語撒奇萊雅語的新希望 維基百科', 'description': ""naizau tu ku pasulit i 2019 a mihcaan tu kamu nu Sakizaya i Wikipitiya, caay ka makasic kami. saaca milihiza ku musakaput tu micuzuhay tu kamu nu Sakizaya. sisa nasupeden ku 1841 a ulic atu 11 mang a pasasulitan nu mita a kamu. izaw ku tulu a bataan u misawidawidaay tu sapisulitan u kamu nu sakizaya i wikipitiya. maydih kami haminen pauzipan tu kamu nu sakizaya i ayzaay a hekalay. amanakasa ka lawpesen tu kamu nu mita. Izaw cacay a malebut ku tadamaw niyam adada' saan, sasawni izaw ku cacay a lasubu a binacadan misasulit ku kamu nu Sakizaya, nika paicelang ku Wikipitiya i tamiyanan, pataayaw kami palalid han ku kawaw caay ka piales. adasay paanin kaku tu naicelangan a kabatad nu musasulitan u kamu nu Sakizaya i Wikipitiya. aca sa, adasay pinapian ku binacadan palamelen tu sasulitay nu wikipitiya a tademaw.\r\n\r\n華語摘要\r\n\r\n自從2019年撒奇萊雅語在維基百科正式上線後，我們的族人並沒有因此鬆懈，加上撒奇萊雅族語言推動組織的加入，使得我們在維基百科的條目已累積了1841條，編輯次數近11萬次，活耀的編輯人數每月也有近30人以上，這完全是因為我們希望語言能與時並進進化成近代語言，不讓珍貴的族語消失，雖然我們的人口數僅有千人，經常使用語言的人口數也只有百人，但維基百科給我們動力繼續往前，也期待把我們努力的過程分享給大家，也希望能夠號召更多的族人加入編寫維基百科的行列。""}","{'title': 'The hope of bilingual Sakizaya', 'description': 'Since the Sakizaya language was officially launched on Wikipedia in 2019, our people have not relaxed. With the addition of the Sakizaya promotion organization, we have accumulated 1,841 articles on Wikipedia, edited nearly 110,000 times, and the number of active editors is more than 30 people per month. This is all because we hope that the language can evolve into modern languages \u200b\u200bwith time to prevent the precious languages \u200b\u200bfrom disappearing. Although our population is only thousands of people, the number of people who often speak the language is just a hundred, Wikipedia gives us the motivation to move forward, and we look forward to sharing our efforts with everyone. We hope to call on more tribes to join the editing of Wikipedia.'}",['BH9UBL'],,,,,,['Beginner'],https://hackmd.io/@coscup/r1Xy7pPA_/%2F%40coscup%2FH1A3MTPCu,https://app.sli.do/event/lkhj8bit,,,2021
BVT3U3,ptreqr,TR309,2021-07-31 12:15:00,2021-07-31 12:35:00,漢語,"{'title': 'PyTorch for TinyML : run PyTorch model on CMSIS-NN', 'description': '近年來 AIoT (AI-powered Internet-of-Things)  的發展十分被看好，但 Cortex-M 平台上是否能跑得起巨大的深度學習模型一直困擾著 AIoT 開發者。在本演講當中，我們會介紹 ONNC 編譯器是如何在 Cortex-M 硬體上加速 PyTorch for TinyML 的機器學習模型，進而有效減少 IoT 裝置所需的硬體資源。在 Cortex-M4 的裝置下，透過 ONNC 編譯的 MobileNet，我們在 Visual Wake Words （人員偵測）測試資料上，和 TensorFlow Lite for Micro 比較，我們可以加速 27%，在記憶體使用上節省 19% ，在程式碼大小上更可以省下 89% 的 Flash 使用空間。'}","{'title': 'PyTorch for TinyML : run PyTorch model on CMSIS-NN', 'description': 'In recent years, the AIoT(AI-powered Internet-of-Things) market is growing, but the hardware limitations, such as limited computation and limited storage, of Cortex-M devices impede AIoT development for years. In this talk, we will introduce how ONNC accelerates models on PyTorch for TinyML by the ONNC compiler. With the help of the ONNC compilation, we could reduce hardware resource consumptions for models. In a Cortex-M4 device, compared with a MobileNet compiled by TensorFlow for Micro, a MobileNet compiled by ONNC with Visual Wake Words dataset can accelerate 1.27 times, reduce 1.57 times of memory consumption, and reduce 7.12 times of code size.'}",['VVK7TX'],,,,,,['Advance'],https://hackmd.io/@coscup/ryHfQ6vAu/%2F%40coscup%2FS1rgXpwCO,https://app.sli.do/event/3mm6m7vf,,,2021
GY8RFZ,7istqc,AU,2021-07-31 13:00:00,2021-07-31 13:40:00,漢語,"{'title': '只是想做自己的內容管理系統', 'description': '可以多人線上即時協作、追蹤版本的編輯器好難做，不然先用 google doc 好了？新成立的智庫有好多資料、文件、訪談、報導、報告、活動資訊要整理、管理、封存，不然先用 google sheet 吧？\r\n\r\n結合 nuxt.js、google doc、google sheet、自訂格式、語法，這個內容管理系統，還沒有名字，能隨著研究成長、變形，開啟新的公眾溝通模式。這個系統成為組織發展「可驗證科學」、「公開資訊」、「社區參與」的重要基礎建設，也能把一些工程師的思考方式帶給組織裡的其他人。這個系統於 2020 年 5 月開源，架設應該還算簡單，可能蠻適合剛起步、重視協作、彼此信任的小型組織。'}","{'title': 'I like this content management system that I made', 'description': 'So hard to make a multiplayer real-time online collaborative document editor with version history. Let’s use google docs for now? So many references, documents, interviews, articles, reports, event info to sort, manage, and archive in this new think tank. Let’s use google sheets for now?\r\n\r\nCombining nuxt.js, google docs, sheets, custom format and syntax, This System, unnamed, grows and transforms with research, opens new modes of public communication. This System serves as essential infrastructure for a newly established research organization to implement its important values such as verifiable science, public information, and community participation, while exposing logic of the engineers to the non-engineers in the org (which is good.) This System was open-sourced in May, 2020. It should be easy to set up, and could be suitable for a new org that is collaborative and trust-based.'}",['CUGWLS'],,,,,,[],https://hackmd.io/@coscup/BkCHUaPAO/%2F%40coscup%2FS1xrUTPA_,https://app.sli.do/event/cwixtsaz,,,2021
HGXLCC,w7u8dm,TR412-2,2021-07-31 15:35:00,2021-07-31 15:55:00,漢語,"{'title': '搬移Wikipedia 的Infobox 到Wikidata 的 Property 的一些實作   ：台語地名', 'description': 'I will demonstrate a few tools on the migration between Wikipedia and Wikidata ( Infobox->Property) .    ,  with the focus on  taiwanese local names in Pe̍h-ōe-jī .'}","{'title': ""Migration of Wikipedia's Infobox to Wikidata's Property - Attempt on Taiwanese local names."", 'description': 'I will demonstrate a few tools on the migration between Wikipedia and Wikidata ( Infobox->Property) .    ,  with the focus on  taiwanese local names in Pe̍h-ōe-jī .'}",['8T9ZEW'],,,,,,['Advance'],https://hackmd.io/@coscup/BJl_ETwA_/%2F%40coscup%2FrkswV6vCu,https://app.sli.do/event/gzmlcilb,,,2021
AJCYVJ,4mvctm,TR309,2021-08-01 11:00:00,2021-08-01 11:20:00,漢語,"{'title': '跨啦！哪個平臺不跨！不過，這次只說 KMM！', 'description': 'Kotlin，大家對於它的認識，多數應該是因為 Android 的關係。\r\n然而，它從一開始出來，就打著可以實作跨平臺應用工具的旗號走跳於程式語言的世界裡。\r\n可是...\r\n知道的人好像真的不多 XD\r\n這次就從 KMM 來讓大家認識它的跨平臺特性！'}","{'title': 'What about KMM', 'description': 'KMM - Kotlin Mobile Multiplatform is a cross-platform for mobile of Kotlin.\r\nIn this session, I will talk about the feature of cross-platform in Kotlin. \r\nAnd, how does it use a codebase in your application to build in Android and iOS.'}",['ZFJMPR'],,,,,,['Beginner'],https://hackmd.io/@coscup/B1aXLTPAd/%2F%40coscup%2FByUZ8pwCd,https://app.sli.do/event/vn7nxpmi,,,2021
BRZPN7,00xv3j,TR409-1,2021-07-31 10:00:00,2021-07-31 10:50:00,漢語,"{'title': '什麼叫「開放」？', 'description': '都說「開放」正夯，這幾年社會上不時出現各種打著「開放」名號的東西吸引大家的眼球，不過你看著那些東西隱隱約約感覺有點疑惑：\r\n\r\n> 所以說「開放」就都是免費的，做義工做慈善的嗎？\r\n\r\n> 在社群網站上隨意轉貼也不會怎樣，多得是把人家的作品拿來貼又不附出處的人。如果社會已然如此，難道還不夠「開放」嗎？\r\n\r\n> 講是講「開源」，但我參與的軟體專案其實還是由一小組人做最後決策啊？這樣真的稱得上開放嗎？\r\n\r\n在這段分享裡，我想用一點時間介紹自由軟體與開放源碼運動中對於「開放」的定義，以及本質上這些運動所面對什麼問題。也將討論當這種開放的風氣擴散出去，四處都有聲稱源自開放源碼運動精神的「開放OO」時，我們可以保持哪類期待。\r\n\r\n這將是一段針對新手的分享，但當然也歡迎開源運動的參與者一起前來討論。內容將[修改自往年分享過的「What is open」](https://hackmd.io/@bobchao/what-is-open-coscup-2020)，增刪部分細節。每次準備這個題目我都會獲得另一層體會，也歡迎各位參與今年的版本。'}","{'title': 'What is open, anyway?', 'description': '“Open” is a kinda buzzword these days – we heard a lot of “open source,” “open data,” “open government,” “open knowledge”… etc. from media, new projects, and the business world. Many were trying to brand themselves with this word and gain people’s attention.\r\n\r\nBut what exactly is “open”?\r\n\r\nAs an open culture volunteer, I would like to address what we care about, the issues we are facing, and what we should expect when using the term.\r\n\r\nThe talk will be in Mandarin and designed for newcomers to the open culture world, but welcome to join the discussion even if you are a contributor for years. [Most of the content comes from previous versions.](https://hackmd.io/@bobchao/what-is-open-coscup-2020)'}",['HQ8HXH'],,,,,,[],https://hackmd.io/@coscup/SyATmawRO/%2F%40coscup%2FS1Ss76PAu,https://app.sli.do/event/zwx8lnsm,,,2021
9USRAP,xp1nli,TR411,2021-08-01 15:15:00,2021-08-01 16:00:00,漢語,"{'title': '科技與地方產業接軌的賦能模式與【大家自由交流】', 'description': '在落實地方輔導服務創新發展的過程中，必須滾動式的優化與調整，才能發展出最適合各地方或區域產業的運作方式，在國內大力倡導區域創生的同時，地方的創生發展成了周而復始持續投入的顯學，但走過人太多了，也讓地方的風貌有了太多的想像，我們需要一個系統化的地方創新發掘流程與作法，讓接地氣與科技無縫銜接，\r\n賦能平台數位工具建立地方共同語言，協助創生事業進行現況盤點歸納與分析，針對發現探索、規劃設計與商模修訂三階段提供環境偵測、需求探索、服務設計與商業分析創生輔導，逐步形成不侷限於單一領域思維，而是以地方與消費市場為核心、社會與經濟效益相輔相成的發展，數位工具將使區域創生過程創新與轉變的關鍵點不受時間與地點的限制留存，逐步建構出可自主營運的事業提案。'}","{'title': 'Empowerment model of technology and local industry integration', 'description': 'In the process of implementing the innovation and development of local counseling services, rolling optimization and adjustments must be made to develop an operation mode that is most suitable for each local or regional industry. While vigorously advocating regional innovation in China, local innovation has developed into It is a remarkable study that continues to invest repeatedly, but too many people have passed by, and it has also given too much imagination to the style of the place. We need a systematic place to innovate the discovery process and practices, so that the grounding atmosphere and technology can seamlessly connect.\r\nThe digital tools of the empowerment platform establish a common local language, assist in the creation and analysis of the current situation, provide environmental detection, demand exploration, service design, and business analysis guidance for the three stages of discovery and exploration, planning and design, and business model revision. The gradual formation is not limited to a single field of thinking, but a development centered on local and consumer markets, and social and economic benefits complement each other. Digital tools will make the key points of regional creation process innovation and transformation not limited by time and place. Gradually construct a business proposal that can operate independently.'}",['RVGLRN'],,,,,,[],https://hackmd.io/@coscup/HkwQraPA_/%2F%40coscup%2Fr1MmrpvC_,https://app.sli.do/event/kyfpeces,,,2021
W8WLDX,ptreqr,TR309,2021-07-31 15:00:00,2021-07-31 15:30:00,漢語,"{'title': ""Let's Publish a Collaborative e-Book for Linux Kernel"", 'description': '(I will update the summary later)'}","{'title': ""Let's Publish a Collaborative e-Book for Linux Kernel"", 'description': '(I will update the summary later)'}","['BWLDMM', 'JBKL9G']",,,,,,['Beginner'],https://hackmd.io/@coscup/ryHfQ6vAu/%2F%40coscup%2FrJn-mTwAd,https://app.sli.do/event/ezpg3guc,,,2021
8APWMC,xb525k,RB105,2021-07-31 14:50:00,2021-07-31 15:20:00,漢語,"{'title': '那些Rust裡好用的抽象與實用語法火力展示', 'description': 'Rust具有媲美C/C++執行速度，但也因為豐富的語言特性與規則，也常讓許多初學者卻步。\r\n\r\n在這個講座裡，我們會將rust和主流的高階語言做比較，讓聽者在有對比的狀況下理解如何使用rust裡好用的功能處理問題，同時順帶了解rust在語法設計上的一些Trade off與擅長的地方。\r\n\r\n講題涉及議題:\r\n\r\n1. Rust裡的Collection與使用\r\n2. Option類型與空值處理 \r\n3. Result類型與錯誤處理 \r\n\r\n幾個Rust的知名專案：\r\n\r\n1. Deno: javascript與typescript的runtime，同時也使用rust的tokio作為nodejs libuv的替代品。\r\n2. Ripgrep: 用於command line上的高效搜尋工具，和使用golang的fzf工具合用超級方便。\r\n3. Tokio: 基於event-driven與non-blocking io的跨平台非同步程式runtime。口號是`Built by the community, for the community`, 同時也有各大軟體公司在支撐著該專案。\r\n\r\n(看了tokio官網首頁的贊助公司以後就可以想像得到為什麼當初NodeJs之父Ryan Dahl頭也不回的拋棄了libuv改用tokio與rust開發開源專案Deno了QAQ)。\r\n\r\nRust的幾個使用場景\r\n\r\n1. 支援直接編譯成Webassembly，提高前端程式的執行效能，wasm也可用於伺服器被nodejs與deno直接執行。\r\n2. 零成本的C ffi，被用於開發系統級別與底層的語言 [1]。\r\n3. 高度節省記憶體的設計與媲美C/C++的執行速度，適用於高性能與吞吐量大的伺服器。\r\n\r\nReference:\r\n\r\n[1] Rust-Once-Run-Everywhere\r\nhttps://blog.rust-lang.org/2015/04/24/Rust-Once-Run-Everywhere.html'}","{'title': 'Useful abstractions at rust and it’s practical usage', 'description': 'Useful abstractions at rust and it’s practical usage\r\n\r\nAgenda\r\n\r\n1. Why Rust\r\n2. Colllection and Iterator\r\n3. Result and Option \r\n4. Conclusion'}",['LY8WKL'],,,,,,[],https://hackmd.io/@coscup/rymNETD0O/%2F%40coscup%2Fr1mgNawRd,https://app.sli.do/event/tdafbkfk,,,2021
